Order_ID,Order_Date,Ship_Date,Ship_Mode,Ship_Speed,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Profit_Margin_Pct,Delivery_Days,Discount_Band,Order_Year,Order_Month,Order_Month_Name,Season,Is_Loss,Margin_Band,Sales_Bucket,Revenue_per_Unit,Profit_per_Unit,Discount_Amount
CA-2014-115812,09/06/2014,14/06/2014,Standard Class,Economy,BH-11710,FUR-TA-10001539,1706.184,9,0.2,85.3092,5,5,Low (1-20%),2014,6,Jun,Summer,Profit,Low (0-10%),XL (>$1K),189.58,9.48,341.24
CA-2014-115812,09/06/2014,14/06/2014,Standard Class,Economy,BH-11710,TEC-PH-10002033,911.424,4,0.2,68.3568,7.5,5,Low (1-20%),2014,6,Jun,Summer,Profit,Low (0-10%),Large ($500-1K),227.86,17.09,182.28
CA-2017-114412,15/04/2017,20/04/2017,Standard Class,Economy,AA-10480,OFF-PA-10002365,15.552,3,0.2,5.4432,35,5,Low (1-20%),2017,4,Apr,Spring,Profit,High (>=20%),Micro (<$50),5.18,1.81,3.11
CA-2016-161389,05/12/2016,10/12/2016,Standard Class,Economy,IM-15070,OFF-BI-10003656,407.976,3,0.2,132.5922,32.5,5,Low (1-20%),2016,12,Dec,Winter,Profit,High (>=20%),Medium ($200-500),135.99,44.2,81.6
US-2015-118983,22/11/2015,26/11/2015,Standard Class,Economy,HP-14815,OFF-AP-10002311,68.81,5,0.8,-123.858,-180,4,High (41%+),2015,11,Nov,Fall,Loss,Loss,Small ($50-200),13.76,-24.77,55.05
US-2015-118983,22/11/2015,26/11/2015,Standard Class,Economy,HP-14815,OFF-BI-10000756,2.544,3,0.8,-3.816,-150,4,High (41%+),2015,11,Nov,Fall,Loss,Loss,Micro (<$50),0.85,-1.27,2.04
CA-2014-105893,11/11/2014,18/11/2014,Standard Class,Economy,PK-19075,OFF-ST-10004186,665.88,6,0,13.3176,2,7,No Discount,2014,11,Nov,Fall,Profit,Low (0-10%),Large ($500-1K),110.98,2.22,0
CA-2014-167164,13/05/2014,15/05/2014,Second Class,Standard,AG-10270,OFF-ST-10000107,55.5,2,0,9.99,18,2,No Discount,2014,5,May,Spring,Profit,Medium (10-20%),Small ($50-200),27.75,5,0
CA-2014-143336,27/08/2014,01/09/2014,Second Class,Standard,ZD-21925,OFF-AR-10003056,8.56,2,0,2.4824,29,5,No Discount,2014,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),4.28,1.24,0
CA-2014-143336,27/08/2014,01/09/2014,Second Class,Standard,ZD-21925,TEC-PH-10001949,213.48,3,0.2,16.011,7.5,5,Low (1-20%),2014,8,Aug,Summer,Profit,Low (0-10%),Medium ($200-500),71.16,5.34,42.7
CA-2014-143336,27/08/2014,01/09/2014,Second Class,Standard,ZD-21925,OFF-BI-10002215,22.72,4,0.2,7.384,32.5,5,Low (1-20%),2014,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),5.68,1.85,4.54
CA-2016-137330,09/12/2016,13/12/2016,Standard Class,Economy,KB-16585,OFF-AR-10000246,19.46,7,0,5.0596,26,4,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),2.78,0.72,0
CA-2016-137330,09/12/2016,13/12/2016,Standard Class,Economy,KB-16585,OFF-AP-10001492,60.34,7,0,15.6884,26,4,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),8.62,2.24,0
US-2017-156909,16/07/2017,18/07/2017,Second Class,Standard,SF-20065,FUR-CH-10002774,71.372,2,0.3,-1.0196,-1.43,2,Medium (21-40%),2017,7,Jul,Summer,Loss,Loss,Small ($50-200),35.69,-0.51,21.41
CA-2015-106320,25/09/2015,30/09/2015,Standard Class,Economy,EB-13870,FUR-TA-10000577,1044.63,3,0,240.2649,23,5,No Discount,2015,9,Sep,Fall,Profit,High (>=20%),XL (>$1K),348.21,80.09,0
CA-2016-121755,16/01/2016,20/01/2016,Second Class,Standard,EH-13945,OFF-BI-10001634,11.648,2,0.2,4.2224,36.25,4,Low (1-20%),2016,1,Jan,Winter,Profit,High (>=20%),Micro (<$50),5.82,2.11,2.33
CA-2016-121755,16/01/2016,20/01/2016,Second Class,Standard,EH-13945,TEC-AC-10003027,90.57,3,0,11.7741,13,4,No Discount,2016,1,Jan,Winter,Profit,Medium (10-20%),Small ($50-200),30.19,3.92,0
US-2015-150630,17/09/2015,21/09/2015,Standard Class,Economy,TB-21520,FUR-BO-10004834,3083.43,7,0.5,-1665.0522,-54,4,High (41%+),2015,9,Sep,Fall,Loss,Loss,XL (>$1K),440.49,-237.86,1541.72
US-2015-150630,17/09/2015,21/09/2015,Standard Class,Economy,TB-21520,OFF-BI-10000474,9.618,2,0.7,-7.0532,-73.33,4,High (41%+),2015,9,Sep,Fall,Loss,Loss,Micro (<$50),4.81,-3.53,6.73
US-2015-150630,17/09/2015,21/09/2015,Standard Class,Economy,TB-21520,FUR-FU-10004848,124.2,3,0.2,15.525,12.5,4,Low (1-20%),2015,9,Sep,Fall,Profit,Medium (10-20%),Small ($50-200),41.4,5.18,24.84
US-2015-150630,17/09/2015,21/09/2015,Standard Class,Economy,TB-21520,OFF-EN-10001509,3.264,2,0.2,1.1016,33.75,4,Low (1-20%),2015,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),1.63,0.55,0.65
US-2015-150630,17/09/2015,21/09/2015,Standard Class,Economy,TB-21520,OFF-AR-10004042,86.304,6,0.2,9.7092,11.25,4,Low (1-20%),2015,9,Sep,Fall,Profit,Medium (10-20%),Small ($50-200),14.38,1.62,17.26
US-2015-150630,17/09/2015,21/09/2015,Standard Class,Economy,TB-21520,OFF-BI-10001525,6.858,6,0.7,-5.715,-83.33,4,High (41%+),2015,9,Sep,Fall,Loss,Loss,Micro (<$50),1.14,-0.95,4.8
US-2015-150630,17/09/2015,21/09/2015,Standard Class,Economy,TB-21520,OFF-AR-10001683,15.76,2,0.2,3.546,22.5,4,Low (1-20%),2015,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),7.88,1.77,3.15
CA-2017-107727,19/10/2017,23/10/2017,Second Class,Standard,MA-17560,OFF-PA-10000249,29.472,3,0.2,9.9468,33.75,4,Low (1-20%),2017,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),9.82,3.32,5.89
CA-2016-117590,08/12/2016,10/12/2016,First Class,Fast,GH-14485,TEC-PH-10004977,1097.544,7,0.2,123.4737,11.25,2,Low (1-20%),2016,12,Dec,Winter,Profit,Medium (10-20%),XL (>$1K),156.79,17.64,219.51
CA-2016-117590,08/12/2016,10/12/2016,First Class,Fast,GH-14485,FUR-FU-10003664,190.92,5,0.6,-147.963,-77.5,2,High (41%+),2016,12,Dec,Winter,Loss,Loss,Small ($50-200),38.18,-29.59,114.55
CA-2015-117415,27/12/2015,31/12/2015,Standard Class,Economy,SN-20710,OFF-EN-10002986,113.328,9,0.2,35.415,31.25,4,Low (1-20%),2015,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),12.59,3.94,22.67
CA-2015-117415,27/12/2015,31/12/2015,Standard Class,Economy,SN-20710,FUR-BO-10002545,532.3992,3,0.32,-46.9764,-8.82,4,Medium (21-40%),2015,12,Dec,Winter,Loss,Loss,Large ($500-1K),177.47,-15.66,170.37
CA-2015-117415,27/12/2015,31/12/2015,Standard Class,Economy,SN-20710,FUR-CH-10004218,212.058,3,0.3,-15.147,-7.14,4,Medium (21-40%),2015,12,Dec,Winter,Loss,Loss,Medium ($200-500),70.69,-5.05,63.62
CA-2015-117415,27/12/2015,31/12/2015,Standard Class,Economy,SN-20710,TEC-PH-10000486,371.168,4,0.2,41.7564,11.25,4,Low (1-20%),2015,12,Dec,Winter,Profit,Medium (10-20%),Medium ($200-500),92.79,10.44,74.23
CA-2017-120999,10/09/2017,15/09/2017,Standard Class,Economy,LC-16930,TEC-PH-10004093,147.168,4,0.2,16.5564,11.25,5,Low (1-20%),2017,9,Sep,Fall,Profit,Medium (10-20%),Small ($50-200),36.79,4.14,29.43
CA-2016-101343,17/07/2016,22/07/2016,Standard Class,Economy,RA-19885,OFF-ST-10003479,77.88,2,0,3.894,5,5,No Discount,2016,7,Jul,Summer,Profit,Low (0-10%),Small ($50-200),38.94,1.95,0
CA-2017-139619,19/09/2017,23/09/2017,Standard Class,Economy,ES-14080,OFF-ST-10003282,95.616,2,0.2,9.5616,10,4,Low (1-20%),2017,9,Sep,Fall,Profit,Medium (10-20%),Small ($50-200),47.81,4.78,19.12
CA-2016-118255,11/03/2016,13/03/2016,First Class,Fast,ON-18715,TEC-AC-10000171,45.98,2,0,19.7714,43,2,No Discount,2016,3,Mar,Spring,Profit,High (>=20%),Micro (<$50),22.99,9.89,0
CA-2016-118255,11/03/2016,13/03/2016,First Class,Fast,ON-18715,OFF-BI-10003291,17.46,2,0,8.2062,47,2,No Discount,2016,3,Mar,Spring,Profit,High (>=20%),Micro (<$50),8.73,4.1,0
CA-2014-146703,20/10/2014,25/10/2014,Second Class,Standard,PO-18865,OFF-ST-10001713,211.96,4,0,8.4784,4,5,No Discount,2014,10,Oct,Fall,Profit,Low (0-10%),Medium ($200-500),52.99,2.12,0
CA-2016-169194,20/06/2016,25/06/2016,Standard Class,Economy,LH-16900,TEC-AC-10002167,45,3,0,4.95,11,5,No Discount,2016,6,Jun,Summer,Profit,Medium (10-20%),Micro (<$50),15,1.65,0
CA-2016-169194,20/06/2016,25/06/2016,Standard Class,Economy,LH-16900,TEC-PH-10003988,21.8,2,0,6.104,28,5,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),10.9,3.05,0
CA-2015-115742,18/04/2015,22/04/2015,Standard Class,Economy,DP-13000,OFF-BI-10004410,38.22,6,0,17.9634,47,4,No Discount,2015,4,Apr,Spring,Profit,High (>=20%),Micro (<$50),6.37,2.99,0
CA-2015-115742,18/04/2015,22/04/2015,Standard Class,Economy,DP-13000,OFF-LA-10002762,75.18,6,0,35.3346,47,4,No Discount,2015,4,Apr,Spring,Profit,High (>=20%),Small ($50-200),12.53,5.89,0
CA-2015-115742,18/04/2015,22/04/2015,Standard Class,Economy,DP-13000,FUR-FU-10001706,6.16,2,0,2.9568,48,4,No Discount,2015,4,Apr,Spring,Profit,High (>=20%),Micro (<$50),3.08,1.48,0
CA-2015-115742,18/04/2015,22/04/2015,Standard Class,Economy,DP-13000,FUR-CH-10003061,89.99,1,0,17.0981,19,4,No Discount,2015,4,Apr,Spring,Profit,Medium (10-20%),Small ($50-200),89.99,17.1,0
CA-2016-105816,11/12/2016,17/12/2016,Standard Class,Economy,JM-15265,OFF-FA-10000304,15.26,7,0,6.2566,41,6,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),2.18,0.89,0
CA-2016-105816,11/12/2016,17/12/2016,Standard Class,Economy,JM-15265,TEC-PH-10002447,1029.95,5,0,298.6855,29,6,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),XL (>$1K),205.99,59.74,0
CA-2016-111682,17/06/2016,18/06/2016,First Class,Fast,TB-21055,OFF-ST-10000604,208.56,6,0,52.14,25,1,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Medium ($200-500),34.76,8.69,0
CA-2016-111682,17/06/2016,18/06/2016,First Class,Fast,TB-21055,OFF-PA-10001569,32.4,5,0,15.552,48,1,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),6.48,3.11,0
CA-2016-111682,17/06/2016,18/06/2016,First Class,Fast,TB-21055,FUR-CH-10003968,319.41,5,0.1,7.098,2.22,1,Low (1-20%),2016,6,Jun,Summer,Profit,Low (0-10%),Medium ($200-500),63.88,1.42,31.94
CA-2016-111682,17/06/2016,18/06/2016,First Class,Fast,TB-21055,OFF-PA-10000587,14.56,2,0,6.9888,48,1,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),7.28,3.49,0
CA-2016-111682,17/06/2016,18/06/2016,First Class,Fast,TB-21055,TEC-AC-10002167,30,2,0,3.3,11,1,No Discount,2016,6,Jun,Summer,Profit,Medium (10-20%),Micro (<$50),15,1.65,0
CA-2016-111682,17/06/2016,18/06/2016,First Class,Fast,TB-21055,OFF-BI-10001460,48.48,4,0.2,16.362,33.75,1,Low (1-20%),2016,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),12.12,4.09,9.7
CA-2016-111682,17/06/2016,18/06/2016,First Class,Fast,TB-21055,OFF-AR-10001868,1.68,1,0,0.84,50,1,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),1.68,0.84,0
CA-2015-135545,24/11/2015,30/11/2015,Standard Class,Economy,KM-16720,TEC-AC-10004633,13.98,2,0,6.1512,44,6,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),6.99,3.08,0
CA-2015-135545,24/11/2015,30/11/2015,Standard Class,Economy,KM-16720,OFF-BI-10001078,25.824,6,0.2,9.3612,36.25,6,Low (1-20%),2015,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),4.3,1.56,5.16
CA-2015-135545,24/11/2015,30/11/2015,Standard Class,Economy,KM-16720,OFF-PA-10003892,146.73,3,0,68.9631,47,6,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),48.91,22.99,0
CA-2015-135545,24/11/2015,30/11/2015,Standard Class,Economy,KM-16720,FUR-FU-10000397,79.76,4,0,22.3328,28,6,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),19.94,5.58,0
US-2015-164175,30/04/2015,05/05/2015,Standard Class,Economy,PS-18970,FUR-CH-10001146,213.115,5,0.3,-15.2225,-7.14,5,Medium (21-40%),2015,4,Apr,Spring,Loss,Loss,Medium ($200-500),42.62,-3.04,63.93
CA-2014-106376,05/12/2014,10/12/2014,Standard Class,Economy,BS-11590,OFF-AR-10002671,1113.024,8,0.2,111.3024,10,5,Low (1-20%),2014,12,Dec,Winter,Profit,Medium (10-20%),XL (>$1K),139.13,13.91,222.6
CA-2014-106376,05/12/2014,10/12/2014,Standard Class,Economy,BS-11590,TEC-PH-10002726,167.968,4,0.2,62.988,37.5,5,Low (1-20%),2014,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),41.99,15.75,33.59
CA-2016-119823,04/06/2016,06/06/2016,First Class,Fast,KD-16270,OFF-PA-10000482,75.88,2,0,35.6636,47,2,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Small ($50-200),37.94,17.83,0
CA-2016-106075,18/09/2016,23/09/2016,Standard Class,Economy,HM-14980,OFF-BI-10004654,4.616,1,0.2,1.731,37.5,5,Low (1-20%),2016,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),4.62,1.73,0.92
CA-2017-114440,14/09/2017,17/09/2017,Second Class,Standard,TB-21520,OFF-PA-10004675,19.05,3,0,8.763,46,3,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),6.35,2.92,0
US-2015-134026,26/04/2015,02/05/2015,Standard Class,Economy,JE-15745,FUR-CH-10000513,831.936,8,0.2,-114.3912,-13.75,6,Low (1-20%),2015,4,Apr,Spring,Loss,Loss,Large ($500-1K),103.99,-14.3,166.39
US-2015-134026,26/04/2015,02/05/2015,Standard Class,Economy,JE-15745,FUR-FU-10003708,97.04,2,0.2,1.213,1.25,6,Low (1-20%),2015,4,Apr,Spring,Profit,Low (0-10%),Small ($50-200),48.52,0.61,19.41
US-2015-134026,26/04/2015,02/05/2015,Standard Class,Economy,JE-15745,OFF-ST-10004123,72.784,1,0.2,-18.196,-25,6,Low (1-20%),2015,4,Apr,Spring,Loss,Loss,Small ($50-200),72.78,-18.2,14.56
US-2017-118038,09/12/2017,11/12/2017,First Class,Fast,KB-16600,OFF-BI-10004182,1.248,3,0.8,-1.9344,-155,2,High (41%+),2017,12,Dec,Winter,Loss,Loss,Micro (<$50),0.42,-0.64,1
US-2017-118038,09/12/2017,11/12/2017,First Class,Fast,KB-16600,FUR-FU-10000260,9.708,3,0.6,-5.8248,-60,2,High (41%+),2017,12,Dec,Winter,Loss,Loss,Micro (<$50),3.24,-1.94,5.82
US-2017-118038,09/12/2017,11/12/2017,First Class,Fast,KB-16600,OFF-ST-10000615,27.24,3,0.2,2.724,10,2,Low (1-20%),2017,12,Dec,Winter,Profit,Medium (10-20%),Micro (<$50),9.08,0.91,5.45
US-2014-147606,26/11/2014,01/12/2014,Second Class,Standard,JE-15745,FUR-FU-10003194,19.3,5,0.6,-14.475,-75,5,High (41%+),2014,11,Nov,Fall,Loss,Loss,Micro (<$50),3.86,-2.9,11.58
CA-2016-127208,12/06/2016,15/06/2016,First Class,Fast,SC-20770,OFF-AP-10002118,208.16,1,0,56.2032,27,3,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Medium ($200-500),208.16,56.2,0
CA-2016-127208,12/06/2016,15/06/2016,First Class,Fast,SC-20770,OFF-BI-10002309,16.74,3,0,8.0352,48,3,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),5.58,2.68,0
CA-2014-139451,12/10/2014,16/10/2014,Standard Class,Economy,DN-13690,OFF-AR-10002053,14.9,5,0,4.172,28,4,No Discount,2014,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),2.98,0.83,0
CA-2014-139451,12/10/2014,16/10/2014,Standard Class,Economy,DN-13690,OFF-ST-10002370,21.39,1,0,6.2031,29,4,No Discount,2014,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),21.39,6.2,0
CA-2015-149734,03/09/2015,08/09/2015,Standard Class,Economy,JC-16105,OFF-EN-10000927,200.984,7,0.2,62.8075,31.25,5,Low (1-20%),2015,9,Sep,Fall,Profit,High (>=20%),Medium ($200-500),28.71,8.97,40.2
US-2017-119662,13/11/2017,16/11/2017,First Class,Fast,CS-12400,OFF-ST-10003656,230.376,3,0.2,-48.9549,-21.25,3,Low (1-20%),2017,11,Nov,Fall,Loss,Loss,Medium ($200-500),76.79,-16.32,46.08
CA-2017-140088,28/05/2017,30/05/2017,Second Class,Standard,PO-18865,FUR-CH-10000863,301.96,2,0,33.2156,11,2,No Discount,2017,5,May,Spring,Profit,Medium (10-20%),Medium ($200-500),150.98,16.61,0
CA-2017-155558,26/10/2017,02/11/2017,Standard Class,Economy,PG-18895,TEC-AC-10001998,19.99,1,0,6.7966,34,7,No Discount,2017,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),19.99,6.8,0
CA-2017-155558,26/10/2017,02/11/2017,Standard Class,Economy,PG-18895,OFF-LA-10000134,6.16,2,0,2.9568,48,7,No Discount,2017,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),3.08,1.48,0
CA-2016-159695,05/04/2016,10/04/2016,Second Class,Standard,GM-14455,OFF-ST-10003442,158.368,7,0.2,13.8572,8.75,5,Low (1-20%),2016,4,Apr,Spring,Profit,Low (0-10%),Small ($50-200),22.62,1.98,31.67
CA-2016-109806,17/09/2016,22/09/2016,Standard Class,Economy,JS-15685,OFF-AR-10004930,20.1,3,0,6.633,33,5,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),6.7,2.21,0
CA-2016-109806,17/09/2016,22/09/2016,Standard Class,Economy,JS-15685,TEC-PH-10004093,73.584,2,0.2,8.2782,11.25,5,Low (1-20%),2016,9,Sep,Fall,Profit,Medium (10-20%),Small ($50-200),36.79,4.14,14.72
CA-2016-109806,17/09/2016,22/09/2016,Standard Class,Economy,JS-15685,OFF-PA-10000304,6.48,1,0,3.1104,48,5,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),6.48,3.11,0
CA-2015-149587,31/01/2015,05/02/2015,Second Class,Standard,KB-16315,OFF-PA-10003177,12.96,2,0,6.2208,48,5,No Discount,2015,1,Jan,Winter,Profit,High (>=20%),Micro (<$50),6.48,3.11,0
CA-2015-149587,31/01/2015,05/02/2015,Second Class,Standard,KB-16315,FUR-FU-10003799,53.34,3,0,16.5354,31,5,No Discount,2015,1,Jan,Winter,Profit,High (>=20%),Small ($50-200),17.78,5.51,0
CA-2015-149587,31/01/2015,05/02/2015,Second Class,Standard,KB-16315,OFF-BI-10002852,32.96,2,0,16.1504,49,5,No Discount,2015,1,Jan,Winter,Profit,High (>=20%),Micro (<$50),16.48,8.08,0
US-2017-109484,06/11/2017,12/11/2017,Standard Class,Economy,RB-19705,OFF-BI-10004738,5.682,1,0.7,-3.788,-66.67,6,High (41%+),2017,11,Nov,Fall,Loss,Loss,Micro (<$50),5.68,-3.79,3.98
CA-2017-161018,09/11/2017,11/11/2017,Second Class,Standard,PN-18775,FUR-FU-10000629,96.53,7,0,40.5426,42,2,No Discount,2017,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),13.79,5.79,0
CA-2017-157833,17/06/2017,20/06/2017,First Class,Fast,KD-16345,OFF-BI-10001721,51.312,3,0.2,17.9592,35,3,Low (1-20%),2017,6,Jun,Summer,Profit,High (>=20%),Small ($50-200),17.1,5.99,10.26
CA-2016-149223,06/09/2016,11/09/2016,Standard Class,Economy,ER-13855,OFF-AP-10000358,77.88,6,0,22.5852,29,5,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),12.98,3.76,0
CA-2016-158568,29/08/2016,02/09/2016,Standard Class,Economy,RB-19465,OFF-PA-10003256,64.624,7,0.2,22.6184,35,4,Low (1-20%),2016,8,Aug,Summer,Profit,High (>=20%),Small ($50-200),9.23,3.23,12.92
CA-2016-158568,29/08/2016,02/09/2016,Standard Class,Economy,RB-19465,TEC-AC-10001767,95.976,3,0.2,-10.7973,-11.25,4,Low (1-20%),2016,8,Aug,Summer,Loss,Loss,Small ($50-200),31.99,-3.6,19.2
CA-2016-158568,29/08/2016,02/09/2016,Standard Class,Economy,RB-19465,OFF-BI-10002609,1.788,3,0.8,-3.0396,-170,4,High (41%+),2016,8,Aug,Summer,Loss,Loss,Micro (<$50),0.6,-1.01,1.43
CA-2016-129903,01/12/2016,04/12/2016,Second Class,Standard,GZ-14470,OFF-PA-10004040,23.92,4,0,11.7208,49,3,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),5.98,2.93,0
US-2015-156867,13/11/2015,17/11/2015,Standard Class,Economy,LC-16870,TEC-AC-10001552,238.896,6,0.2,-26.8758,-11.25,4,Low (1-20%),2015,11,Nov,Fall,Loss,Loss,Medium ($200-500),39.82,-4.48,47.78
US-2015-156867,13/11/2015,17/11/2015,Standard Class,Economy,LC-16870,FUR-FU-10004006,102.36,3,0.2,-3.8385,-3.75,4,Low (1-20%),2015,11,Nov,Fall,Loss,Loss,Small ($50-200),34.12,-1.28,20.47
US-2015-156867,13/11/2015,17/11/2015,Standard Class,Economy,LC-16870,OFF-BI-10002794,36.882,3,0.7,-25.8174,-70,4,High (41%+),2015,11,Nov,Fall,Loss,Loss,Micro (<$50),12.29,-8.61,25.82
CA-2017-119004,23/11/2017,28/11/2017,Standard Class,Economy,JM-15250,TEC-AC-10003499,74.112,8,0.2,17.6016,23.75,5,Low (1-20%),2017,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),9.26,2.2,14.82
CA-2017-119004,23/11/2017,28/11/2017,Standard Class,Economy,JM-15250,TEC-PH-10002844,27.992,1,0.2,2.0994,7.5,5,Low (1-20%),2017,11,Nov,Fall,Profit,Low (0-10%),Micro (<$50),27.99,2.1,5.6
CA-2017-119004,23/11/2017,28/11/2017,Standard Class,Economy,JM-15250,OFF-AR-10000390,3.304,1,0.2,1.0738,32.5,5,Low (1-20%),2017,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),3.3,1.07,0.66
CA-2015-129476,15/10/2015,20/10/2015,Standard Class,Economy,PA-19060,TEC-AC-10000844,339.96,5,0.2,67.992,20,5,Low (1-20%),2015,10,Oct,Fall,Profit,High (>=20%),Medium ($200-500),67.99,13.6,67.99
CA-2017-146780,25/12/2017,30/12/2017,Standard Class,Economy,CV-12805,FUR-FU-10001934,41.96,2,0,10.9096,26,5,No Discount,2017,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),20.98,5.45,0
CA-2016-128867,03/11/2016,10/11/2016,Standard Class,Economy,CL-12565,OFF-AR-10000380,75.96,2,0,22.788,30,7,No Discount,2016,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),37.98,11.39,0
CA-2016-128867,03/11/2016,10/11/2016,Standard Class,Economy,CL-12565,OFF-BI-10003981,27.24,6,0,13.3476,49,7,No Discount,2016,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),4.54,2.22,0
CA-2014-115259,25/08/2014,27/08/2014,Second Class,Standard,RC-19960,OFF-FA-10000621,40.096,14,0.2,14.5348,36.25,2,Low (1-20%),2014,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),2.86,1.04,8.02
CA-2014-115259,25/08/2014,27/08/2014,Second Class,Standard,RC-19960,OFF-EN-10002600,4.72,2,0.2,1.652,35,2,Low (1-20%),2014,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),2.36,0.83,0.94
