Order ID,Order Date,Customer ID,Product ID,Sales
CA-2017-111682,17/06/2017,TB-21055,OFF-AR-10001868,1.68
CA-2016-135545,24/11/2016,KM-16720,TEC-AC-10004633,13.98
CA-2016-135545,24/11/2016,KM-16720,OFF-BI-10001078,25.82
CA-2016-135545,24/11/2016,KM-16720,OFF-PA-10003892,146.73
CA-2016-135545,24/11/2016,KM-16720,FUR-FU-10000397,79.76
US-2016-164175,30/04/2016,PS-18970,FUR-CH-10001146,213.12
CA-2015-106376,05/12/2015,BS-11590,OFF-AR-10002671,1113.02
CA-2015-106376,05/12/2015,BS-11590,TEC-PH-10002726,167.97
CA-2017-119823,04/06/2017,KD-16270,OFF-PA-10000482,75.88
CA-2017-106075,18/09/2017,HM-14980,OFF-BI-10004654,4.62
CA-2018-114440,14/09/2018,TB-21520,OFF-PA-10004675,19.05
US-2016-134026,26/04/2016,JE-15745,FUR-CH-10000513,831.94
US-2016-134026,26/04/2016,JE-15745,FUR-FU-10003708,97.04
US-2016-134026,26/04/2016,JE-15745,OFF-ST-10004123,72.78
US-2018-118038,09/12/2018,KB-16600,OFF-BI-10004182,1.25
US-2018-118038,09/12/2018,KB-16600,FUR-FU-10000260,9.71
US-2018-118038,09/12/2018,KB-16600,OFF-ST-10000615,27.24
US-2015-147606,26/11/2015,JE-15745,FUR-FU-10003194,19.3
CA-2017-127208,12/06/2017,SC-20770,OFF-AP-10002118,208.16
CA-2017-127208,12/06/2017,SC-20770,OFF-BI-10002309,16.74
CA-2015-139451,12/10/2015,DN-13690,OFF-AR-10002053,14.9
CA-2015-139451,12/10/2015,DN-13690,OFF-ST-10002370,21.39
CA-2016-149734,03/09/2016,JC-16105,OFF-EN-10000927,200.98
US-2018-119662,13/11/2018,CS-12400,OFF-ST-10003656,230.38
CA-2018-140088,28/05/2018,PO-18865,FUR-CH-10000863,301.96
CA-2018-155558,26/10/2018,PG-18895,TEC-AC-10001998,19.99
CA-2018-155558,26/10/2018,PG-18895,OFF-LA-10000134,6.16
CA-2017-159695,05/04/2017,GM-14455,OFF-ST-10003442,158.37
CA-2017-109806,17/09/2017,JS-15685,OFF-AR-10004930,20.1
CA-2017-109806,17/09/2017,JS-15685,TEC-PH-10004093,73.58
CA-2017-109806,17/09/2017,JS-15685,OFF-PA-10000304,6.48
CA-2016-149587,31/01/2016,KB-16315,OFF-PA-10003177,12.96
CA-2016-149587,31/01/2016,KB-16315,FUR-FU-10003799,53.34
CA-2016-149587,31/01/2016,KB-16315,OFF-BI-10002852,32.96
US-2018-109484,06/11/2018,RB-19705,OFF-BI-10004738,5.68
CA-2018-161018,09/11/2018,PN-18775,FUR-FU-10000629,96.53
CA-2018-157833,17/06/2018,KD-16345,OFF-BI-10001721,51.31
CA-2017-149223,06/09/2017,ER-13855,OFF-AP-10000358,77.88
CA-2017-158568,29/08/2017,RB-19465,OFF-PA-10003256,64.62
CA-2017-158568,29/08/2017,RB-19465,TEC-AC-10001767,95.98
CA-2017-158568,29/08/2017,RB-19465,OFF-BI-10002609,1.79
CA-2017-129903,01/12/2017,GZ-14470,OFF-PA-10004040,23.92
US-2016-156867,13/11/2016,LC-16870,TEC-AC-10001552,238.9
US-2016-156867,13/11/2016,LC-16870,FUR-FU-10004006,102.36
US-2016-156867,13/11/2016,LC-16870,OFF-BI-10002794,36.88
CA-2018-119004,23/11/2018,JM-15250,TEC-AC-10003499,74.11
CA-2018-119004,23/11/2018,JM-15250,TEC-PH-10002844,27.99
CA-2018-119004,23/11/2018,JM-15250,OFF-AR-10000390,3.3
CA-2016-129476,15/10/2016,PA-19060,TEC-AC-10000844,339.96
CA-2018-146780,25/12/2018,CV-12805,FUR-FU-10001934,41.96
CA-2017-128867,03/11/2017,CL-12565,OFF-AR-10000380,75.96
CA-2017-128867,03/11/2017,CL-12565,OFF-BI-10003981,27.24
CA-2015-115259,25/08/2015,RC-19960,OFF-FA-10000621,40.1
CA-2015-115259,25/08/2015,RC-19960,OFF-EN-10002600,4.72
CA-2015-115259,25/08/2015,RC-19960,OFF-PA-10004965,23.98
CA-2015-115259,25/08/2015,RC-19960,OFF-EN-10002504,130.46
CA-2016-110457,02/03/2016,DK-13090,FUR-TA-10001768,787.53
US-2016-136476,05/04/2016,GG-14650,OFF-BI-10003650,157.79
CA-2017-103730,12/06/2017,SC-20725,FUR-FU-10002157,47.04
CA-2017-103730,12/06/2017,SC-20725,OFF-BI-10003910,30.84
CA-2017-103730,12/06/2017,SC-20725,OFF-ST-10000777,226.56
CA-2017-103730,12/06/2017,SC-20725,OFF-EN-10002500,115.02
CA-2017-103730,12/06/2017,SC-20725,TEC-PH-10003875,68.04
US-2015-152030,26/12/2015,AD-10180,FUR-CH-10004063,600.56
US-2015-134614,20/09/2015,PF-19165,FUR-TA-10004534,617.7
US-2018-107272,05/11/2018,TS-21610,OFF-BI-10003274,2.39
US-2018-107272,05/11/2018,TS-21610,OFF-ST-10002974,243.99
US-2017-125969,06/11/2017,LS-16975,FUR-CH-10001146,81.42
US-2017-125969,06/11/2017,LS-16975,FUR-FU-10003773,238.56
US-2018-164147,02/02/2018,DW-13585,TEC-PH-10002293,59.97
US-2018-164147,02/02/2018,DW-13585,OFF-PA-10002377,78.3
US-2018-164147,02/02/2018,DW-13585,OFF-FA-10002780,21.46
CA-2017-145583,13/10/2017,LC-16885,OFF-PA-10001804,20.04
CA-2017-145583,13/10/2017,LC-16885,OFF-PA-10001736,35.44
CA-2017-145583,13/10/2017,LC-16885,OFF-AR-10001149,11.52
CA-2017-145583,13/10/2017,LC-16885,OFF-FA-10002988,4.02
CA-2017-145583,13/10/2017,LC-16885,OFF-BI-10004781,76.18
CA-2017-145583,13/10/2017,LC-16885,OFF-SU-10001218,65.88
CA-2017-145583,13/10/2017,LC-16885,FUR-FU-10001706,43.12
CA-2017-110366,05/09/2017,JD-15895,FUR-FU-10004848,82.8
CA-2018-106180,18/09/2018,SH-19975,OFF-AR-10000940,8.82
CA-2018-106180,18/09/2018,SH-19975,OFF-EN-10004030,10.86
CA-2018-106180,18/09/2018,SH-19975,OFF-PA-10004327,143.7
CA-2018-155376,22/12/2018,SG-20080,OFF-AP-10001058,839.43
CA-2016-110744,07/09/2016,HA-14920,OFF-ST-10003656,671.93
CA-2015-110072,22/10/2015,MG-17680,FUR-FU-10000521,93.89
CA-2017-114489,05/12/2017,JE-16165,TEC-PH-10000215,384.45
CA-2017-114489,05/12/2017,JE-16165,TEC-PH-10001448,149.97
CA-2017-114489,05/12/2017,JE-16165,FUR-CH-10000454,1951.84
CA-2017-114489,05/12/2017,JE-16165,OFF-BI-10002735,171.55
CA-2017-158834,13/03/2017,TW-21025,OFF-AP-10000326,157.92
CA-2017-158834,13/03/2017,TW-21025,TEC-PH-10001254,203.18
CA-2016-124919,31/05/2016,SP-20650,OFF-PA-10001950,58.38
CA-2016-124919,31/05/2016,SP-20650,OFF-PA-10002254,105.52
CA-2016-124919,31/05/2016,SP-20650,OFF-ST-10001590,80.88
CA-2016-118948,28/05/2016,NK-18490,OFF-AR-10001547,6.63
CA-2015-104269,01/03/2015,DB-13060,FUR-CH-10004063,457.57
CA-2017-114104,20/11/2017,NP-18670,OFF-LA-10002475,14.62
CA-2017-114104,20/11/2017,NP-18670,TEC-PH-10004536,944.93
CA-2017-162733,11/05/2017,TT-21070,OFF-PA-10002751,5.98
CA-2016-119697,28/12/2016,EM-13960,TEC-AC-10003657,54.38
CA-2017-154508,16/11/2017,RD-19900,OFF-EN-10001990,28.4
CA-2017-113817,07/11/2017,MJ-17740,OFF-BI-10004002,27.68
CA-2015-139892,08/09/2015,BM-11140,OFF-AR-10004441,9.94
CA-2015-139892,08/09/2015,BM-11140,TEC-MA-10000822,8159.95
CA-2015-139892,08/09/2015,BM-11140,OFF-ST-10000991,275.93
CA-2015-139892,08/09/2015,BM-11140,FUR-CH-10004287,1740.06
CA-2015-139892,08/09/2015,BM-11140,OFF-AR-10002656,32.06
CA-2015-139892,08/09/2015,BM-11140,OFF-AP-10002518,177.98
CA-2015-139892,08/09/2015,BM-11140,TEC-PH-10003931,143.98
CA-2015-118962,05/08/2015,CS-12130,OFF-PA-10000659,20.94
CA-2015-118962,05/08/2015,CS-12130,OFF-PA-10001144,110.96
CA-2015-118962,05/08/2015,CS-12130,FUR-CH-10003817,340.14
US-2015-100853,14/09/2015,JB-15400,OFF-AP-10000891,52.45
US-2015-100853,14/09/2015,JB-15400,OFF-LA-10003148,20.16
US-2018-152366,21/04/2018,SJ-20500,OFF-AP-10002684,97.26
US-2016-101511,21/11/2016,JE-15745,FUR-CH-10004698,396.8
US-2016-101511,21/11/2016,JE-15745,OFF-SU-10002189,15.88
CA-2016-137225,15/12/2016,JK-15640,OFF-AR-10001940,3.28
CA-2015-166191,05/12/2015,DK-13150,OFF-ST-10003455,24.82
CA-2015-166191,05/12/2015,DK-13150,TEC-AC-10004659,408.74
CA-2015-158274,19/11/2015,RM-19675,TEC-PH-10003273,503.96
CA-2015-158274,19/11/2015,RM-19675,TEC-PH-10004896,149.95
CA-2015-158274,19/11/2015,RM-19675,TEC-AC-10002345,29
CA-2017-105018,28/11/2017,SK-19990,OFF-BI-10001890,7.16
CA-2015-123260,26/08/2015,FM-14290,TEC-AC-10002323,176.8
CA-2017-157000,16/07/2017,AM-10360,OFF-ST-10001328,37.22
CA-2017-157000,16/07/2017,AM-10360,OFF-PA-10001950,20.02
CA-2016-102281,12/10/2016,MP-17470,FUR-BO-10002613,899.14
CA-2016-102281,12/10/2016,MP-17470,TEC-PH-10001552,71.76
CA-2016-102281,12/10/2016,MP-17470,OFF-PA-10000061,51.84
CA-2016-102281,12/10/2016,MP-17470,FUR-BO-10002545,626.35
CA-2016-102281,12/10/2016,MP-17470,OFF-AR-10003514,19.9
CA-2016-131457,31/10/2016,MZ-17515,OFF-EN-10001509,14.28
CA-2015-140004,21/03/2015,CB-12025,OFF-AR-10004685,7.41
CA-2015-140004,21/03/2015,CB-12025,OFF-AR-10004027,6.05
CA-2018-107720,06/11/2018,VM-21685,OFF-ST-10001414,46.26
US-2018-124303,06/07/2018,FH-14365,OFF-BI-10000343,2.95
US-2018-124303,06/07/2018,FH-14365,OFF-PA-10002749,16.06
CA-2018-105074,24/06/2018,MB-17305,OFF-PA-10002666,21.74
CA-2015-133690,03/08/2015,BS-11755,FUR-TA-10004289,218.75
CA-2015-133690,03/08/2015,BS-11755,OFF-AP-10003622,2.6
US-2018-116701,17/12/2018,LC-17140,OFF-AP-10003217,66.28
CA-2018-126382,03/06/2018,HK-14890,FUR-FU-10002960,35.17
CA-2018-108329,09/12/2018,LE-16810,TEC-PH-10001918,444.77
CA-2018-135860,01/12/2018,JH-15985,OFF-ST-10000642,83.92
CA-2018-135860,01/12/2018,JH-15985,TEC-PH-10001700,131.98
CA-2018-135860,01/12/2018,JH-15985,OFF-BI-10003274,15.92
CA-2018-135860,01/12/2018,JH-15985,OFF-FA-10000134,52.29
CA-2018-135860,01/12/2018,JH-15985,OFF-ST-10001522,91.99
CA-2016-101007,09/02/2016,MS-17980,TEC-AC-10001266,20.8
CA-2016-146262,02/01/2016,VW-21775,OFF-LA-10004544,23.68
CA-2016-146262,02/01/2016,VW-21775,FUR-BO-10004695,452.45
CA-2016-146262,02/01/2016,VW-21775,TEC-PH-10002844,62.98
CA-2016-146262,02/01/2016,VW-21775,TEC-MA-10000864,1188
CA-2016-146262,02/01/2016,VW-21775,TEC-AC-10000109,89.58
CA-2017-130162,28/10/2017,JH-15910,OFF-ST-10001328,93.06
CA-2017-130162,28/10/2017,JH-15910,TEC-PH-10002563,302.38
CA-2016-169397,24/12/2016,JB-15925,OFF-FA-10000585,5.58
CA-2016-169397,24/12/2016,JB-15925,OFF-PA-10004000,22.7
CA-2016-169397,24/12/2016,JB-15925,OFF-BI-10002852,19.78
CA-2016-169397,24/12/2016,JB-15925,FUR-FU-10000087,72.7
CA-2016-169397,24/12/2016,JB-15925,TEC-MA-10001148,479.99
CA-2016-169397,24/12/2016,JB-15925,OFF-AR-10001958,27.17
CA-2016-163055,09/08/2016,DS-13180,OFF-AR-10001026,2.2
CA-2016-163055,09/08/2016,DS-13180,FUR-TA-10003748,622.45
CA-2016-163055,09/08/2016,DS-13180,OFF-ST-10002485,21.98
US-2016-145436,28/02/2016,VD-21670,FUR-CH-10004860,161.57
US-2016-145436,28/02/2016,VD-21670,FUR-CH-10004477,389.7
US-2015-156216,13/09/2015,EA-14035,OFF-BI-10001679,18.65
US-2018-100930,07/04/2018,CS-12400,FUR-TA-10001705,233.86
US-2018-100930,07/04/2018,CS-12400,FUR-TA-10003473,620.61
US-2018-100930,07/04/2018,CS-12400,OFF-BI-10001679,5.33
US-2018-100930,07/04/2018,CS-12400,FUR-FU-10004017,258.07
US-2018-100930,07/04/2018,CS-12400,TEC-AC-10003832,617.98
CA-2018-160514,12/11/2018,DB-13120,OFF-PA-10002479,10.56
CA-2017-157749,04/06/2017,KL-16645,OFF-PA-10003349,25.92
CA-2017-157749,04/06/2017,KL-16645,FUR-FU-10000576,419.68
CA-2017-157749,04/06/2017,KL-16645,FUR-FU-10004351,11.69
CA-2017-157749,04/06/2017,KL-16645,TEC-PH-10000011,31.98
CA-2017-157749,04/06/2017,KL-16645,FUR-TA-10002607,177.23
CA-2017-157749,04/06/2017,KL-16645,FUR-FU-10002505,4.04
CA-2017-157749,04/06/2017,KL-16645,OFF-AR-10004685,7.41
CA-2015-131926,01/06/2015,DW-13480,FUR-CH-10004063,2001.86
CA-2015-131926,01/06/2015,DW-13480,OFF-ST-10002276,166.72
CA-2015-131926,01/06/2015,DW-13480,OFF-PA-10004082,47.88
CA-2015-131926,01/06/2015,DW-13480,OFF-AP-10002945,1503.25
CA-2015-131926,01/06/2015,DW-13480,OFF-PA-10000061,25.92
CA-2017-154739,10/12/2017,LH-17155,FUR-CH-10002965,321.57
CA-2017-145625,11/09/2017,KC-16540,OFF-PA-10004569,7.61
CA-2017-145625,11/09/2017,KC-16540,TEC-AC-10003832,3347.37
CA-2017-146941,10/12/2017,DL-13315,OFF-ST-10001228,80.58
CA-2017-146941,10/12/2017,DL-13315,OFF-EN-10003296,361.92
US-2016-159982,28/11/2016,DR-12880,FUR-FU-10002505,12.13
US-2016-159982,28/11/2016,DR-12880,OFF-ST-10004804,82.37
US-2016-159982,28/11/2016,DR-12880,OFF-ST-10001590,53.92
US-2016-159982,28/11/2016,DR-12880,TEC-PH-10001580,647.9
CA-2018-163139,01/12/2018,CC-12670,TEC-AC-10000290,20.37
CA-2018-163139,01/12/2018,CC-12670,OFF-ST-10002790,221.55
CA-2018-163139,01/12/2018,CC-12670,OFF-BI-10003460,17.52
US-2018-155299,08/06/2018,Dl-13600,OFF-AP-10002203,1.62
US-2015-106992,19/09/2015,SB-20290,TEC-MA-10000822,3059.98
US-2015-106992,19/09/2015,SB-20290,TEC-MA-10003353,2519.96
CA-2017-125318,06/06/2017,RC-19825,TEC-PH-10001433,328.22
CA-2016-155040,10/11/2016,AH-10210,TEC-AC-10004469,79.9
CA-2018-136826,16/06/2018,CB-12535,OFF-AR-10003602,14.02
CA-2017-111010,22/01/2017,PG-18895,OFF-FA-10003472,7.56
US-2018-145366,09/12/2018,CA-12310,OFF-ST-10004180,37.21
US-2018-145366,09/12/2018,CA-12310,OFF-EN-10004386,57.58
CA-2018-163979,28/12/2018,KH-16690,OFF-ST-10003208,725.84
CA-2016-155334,30/07/2016,HA-14920,TEC-AC-10003628,209.93
CA-2016-155334,30/07/2016,HA-14920,FUR-FU-10003274,5.28
CA-2016-155334,30/07/2016,HA-14920,OFF-BI-10002557,10.92
CA-2018-118136,16/09/2018,BB-10990,OFF-PA-10002615,8.82
CA-2018-118136,16/09/2018,BB-10990,OFF-AR-10001427,5.98
CA-2018-132976,13/10/2018,AG-10495,OFF-PA-10000673,11.65
CA-2018-132976,13/10/2018,AG-10495,OFF-PA-10004470,18.18
CA-2018-132976,13/10/2018,AG-10495,OFF-ST-10000876,59.71
CA-2018-132976,13/10/2018,AG-10495,OFF-LA-10002043,24.84
US-2016-161991,26/09/2016,SC-20725,OFF-BI-10004967,2.08
US-2016-161991,26/09/2016,SC-20725,TEC-PH-10001760,1114.4
CA-2016-130890,02/11/2016,JO-15280,FUR-TA-10002903,1038.84
CA-2016-130883,26/09/2016,TB-21520,OFF-PA-10000474,141.76
CA-2016-130883,26/09/2016,TB-21520,TEC-AC-10001956,239.8
CA-2016-130883,26/09/2016,TB-21520,OFF-PA-10004100,31.1
CA-2017-112697,18/12/2017,AH-10195,OFF-BI-10000778,254.06
CA-2017-112697,18/12/2017,AH-10195,OFF-AP-10002684,194.53
CA-2017-112697,18/12/2017,AH-10195,OFF-SU-10000646,961.48
CA-2017-110772,20/11/2017,NZ-18565,OFF-FA-10002983,19.1
CA-2017-110772,20/11/2017,NZ-18565,OFF-LA-10004689,18.5
CA-2017-110772,20/11/2017,NZ-18565,TEC-AC-10002001,255.98
CA-2017-110772,20/11/2017,NZ-18565,FUR-BO-10004709,86.97
CA-2015-111451,26/12/2015,KL-16555,FUR-FU-10004091,300.42
CA-2015-111451,26/12/2015,KL-16555,FUR-CH-10001891,230.35
CA-2015-111451,26/12/2015,KL-16555,FUR-FU-10002918,218.35
CA-2015-111451,26/12/2015,KL-16555,OFF-BI-10004593,78.6
CA-2015-111451,26/12/2015,KL-16555,OFF-FA-10004854,27.55
CA-2017-142545,28/10/2017,JD-15895,OFF-PA-10002105,32.4
CA-2017-142545,28/10/2017,JD-15895,OFF-ST-10002756,1082.48
CA-2017-142545,28/10/2017,JD-15895,OFF-PA-10004243,56.91
CA-2017-142545,28/10/2017,JD-15895,FUR-FU-10001861,77.6
CA-2017-142545,28/10/2017,JD-15895,OFF-BI-10002706,14.28
US-2018-152380,19/11/2018,JH-15910,FUR-TA-10002533,219.08
CA-2016-144253,04/05/2016,AS-10225,FUR-FU-10002671,26.8
CA-2015-130960,30/12/2015,KB-16600,OFF-AR-10003651,9.84
CA-2015-111003,01/06/2015,CR-12625,OFF-BI-10001072,45.48
CA-2015-111003,01/06/2015,CR-12625,OFF-AR-10002135,289.2
CA-2018-126774,15/04/2018,SH-20395,OFF-AR-10002804,4.89
CA-2017-142902,12/09/2017,BP-11185,FUR-FU-10001918,15.14
CA-2017-142902,12/09/2017,BP-11185,FUR-CH-10004086,466.77
CA-2017-142902,12/09/2017,BP-11185,FUR-FU-10001756,15.23
CA-2017-142902,12/09/2017,BP-11185,OFF-LA-10000634,6.26
CA-2015-120887,27/09/2015,TS-21205,FUR-FU-10001588,87.54
CA-2015-167850,09/08/2015,AG-10525,TEC-PH-10002398,178.38
CA-2015-167850,09/08/2015,AG-10525,OFF-PA-10001937,15.55
CA-2015-164259,28/12/2015,SP-20860,OFF-AR-10003373,99.14
CA-2015-164973,04/11/2015,NM-18445,FUR-CH-10002602,135.88
CA-2015-164973,04/11/2015,NM-18445,TEC-MA-10002927,3991.98
CA-2015-164973,04/11/2015,NM-18445,TEC-PH-10004093,275.94
CA-2015-164973,04/11/2015,NM-18445,TEC-AC-10000892,360
CA-2015-164973,04/11/2015,NM-18445,OFF-ST-10002974,43.57
CA-2015-156601,19/09/2015,FA-14230,OFF-FA-10000624,7.16
CA-2017-162138,23/04/2017,GK-14620,OFF-BI-10004593,251.52
CA-2017-162138,23/04/2017,GK-14620,TEC-AC-10001908,99.99
CA-2018-153339,03/11/2018,DJ-13510,FUR-FU-10001967,15.99
US-2017-141544,30/08/2017,PO-18850,TEC-PH-10003645,290.9
US-2017-141544,30/08/2017,PO-18850,OFF-ST-10000675,54.22
US-2017-141544,30/08/2017,PO-18850,FUR-CH-10003312,786.74
US-2017-141544,30/08/2017,PO-18850,OFF-LA-10001074,100.24
US-2017-141544,30/08/2017,PO-18850,OFF-BI-10001524,37.76
US-2017-150147,25/04/2017,JL-15850,TEC-PH-10004614,82.8
US-2017-150147,25/04/2017,JL-15850,OFF-BI-10001153,20.72
US-2017-150147,25/04/2017,JL-15850,OFF-BI-10001982,4.9
CA-2016-137946,01/09/2016,DB-13615,OFF-BI-10001922,4.75
CA-2016-137946,01/09/2016,DB-13615,TEC-CO-10001449,959.98
CA-2016-137946,01/09/2016,DB-13615,OFF-BI-10004140,14.37
CA-2015-129924,12/07/2015,AC-10420,OFF-BI-10003314,7.71
CA-2015-129924,12/07/2015,AC-10420,FUR-TA-10004575,698.35
CA-2016-128167,22/06/2016,KL-16645,OFF-FA-10000490,4.96
CA-2015-122336,13/04/2015,JD-15895,OFF-AR-10000122,17.86
CA-2015-122336,13/04/2015,JD-15895,OFF-BI-10003656,509.97
CA-2015-122336,13/04/2015,JD-15895,OFF-FA-10002780,30.99
CA-2015-122336,13/04/2015,JD-15895,TEC-PH-10000702,71.93
US-2016-120712,20/12/2016,CS-12130,OFF-ST-10000107,88.8
CA-2018-169901,15/06/2018,CC-12550,TEC-PH-10002293,47.98
CA-2018-134306,08/07/2018,TD-20995,OFF-AR-10004027,7.56
CA-2018-134306,08/07/2018,TD-20995,OFF-PA-10000249,24.56
CA-2018-134306,08/07/2018,TD-20995,OFF-AR-10001374,12.96
CA-2017-129714,01/09/2017,AB-10060,TEC-AC-10000290,6.79
CA-2017-129714,01/09/2017,AB-10060,OFF-PA-10001970,24.56
CA-2017-129714,01/09/2017,AB-10060,OFF-BI-10002160,3.05
CA-2017-129714,01/09/2017,AB-10060,OFF-BI-10004995,4355.17
CA-2017-138520,08/04/2017,JL-15505,FUR-BO-10002268,388.7
CA-2017-138520,08/04/2017,JL-15505,OFF-EN-10001137,8.26
CA-2017-138520,08/04/2017,JL-15505,OFF-AR-10002399,17.04
CA-2017-138520,08/04/2017,JL-15505,OFF-PA-10002713,34.4
CA-2017-130001,23/04/2017,HK-14890,OFF-PA-10002666,36.24
CA-2018-155698,08/03/2018,VB-21745,OFF-AP-10001124,647.84
CA-2018-155698,08/03/2018,VB-21745,OFF-LA-10001158,20.7
CA-2018-144904,25/09/2018,KW-16435,OFF-LA-10001158,20.7
CA-2018-144904,25/09/2018,KW-16435,FUR-CH-10000785,488.65
CA-2018-144904,25/09/2018,KW-16435,OFF-AR-10003732,5.56
CA-2018-144904,25/09/2018,KW-16435,FUR-FU-10000023,47.12
CA-2015-123344,24/09/2015,JD-16060,OFF-ST-10001713,211.96
CA-2017-155516,21/10/2017,MK-17905,OFF-BI-10002412,23.2
CA-2017-155516,21/10/2017,MK-17905,OFF-SU-10001225,7.36
CA-2017-155516,21/10/2017,MK-17905,OFF-ST-10002406,104.79
CA-2017-155516,21/10/2017,MK-17905,FUR-BO-10002545,1043.92
CA-2018-104745,29/05/2018,GT-14755,OFF-PA-10002036,25.92
CA-2018-104745,29/05/2018,GT-14755,OFF-ST-10002205,53.42
US-2015-119137,23/07/2015,AG-10900,OFF-BI-10001982,8.16
US-2015-119137,23/07/2015,AG-10900,TEC-AC-10003911,1023.94
US-2015-119137,23/07/2015,AG-10900,OFF-AR-10000658,9.24
US-2015-119137,23/07/2015,AG-10900,TEC-AC-10002076,479.04
US-2017-134656,28/09/2017,MM-18280,OFF-PA-10003039,99.14
US-2018-134481,27/08/2018,AR-10405,FUR-TA-10004915,1488.42
CA-2016-130792,28/04/2016,RA-19915,OFF-AP-10000696,8.65
